기간	자치구	동	합계	합계	합계	합계	합계	합계	합계	합계	합계	합계	광업	광업	광업	광업	광업	광업	광업	광업	광업	광업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업
기간	자치구	동	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	완제품반제품재공품재고액	완제품반제품재공품재고액	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	완제품반제품재공품재고액	완제품반제품재공품재고액	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	완제품반제품재공품재고액	완제품반제품재공품재고액	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)
기간	자치구	동	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	연초	연말	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	연초	연말	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	연초	연말	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)
2008	강동구	계	110	2,090	44,686	580,999	574,355	52,930	59,574	349,871	231,128	54,799	-	-	-	-	-	-	-	-	-	-	110	2,090	44,686	580,999	574,355	52,930	59,574	349,871	231,128	54,799
2008	강동구	강일동	1	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	강동구	상일동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	강동구	명일1동	3	41	673	7,485	7,479	…	…	5,849	1,636	63	-	-	-	-	-	-	-	-	-	-	3	41	673	7,485	7,479	…	…	5,849	1,636	63
2008	강동구	명일2동	1	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	강동구	고덕1동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	강동구	고덕2동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	강동구	암사2동	3	72	1,152	2,056	2,056	…	…	558	1,498	80	-	-	-	-	-	-	-	-	-	-	3	72	1,152	2,056	2,056	…	…	558	1,498	80
2008	강동구	암사3동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	강동구	천호1동	5	81	1,338	4,865	4,905	…	…	2,094	2,771	262	-	-	-	-	-	-	-	-	-	-	5	81	1,338	4,865	4,905	…	…	2,094	2,771	262
2008	강동구	천호3동	7	97	1,268	3,589	3,669	…	…	1,726	1,863	171	-	-	-	-	-	-	-	-	-	-	7	97	1,268	3,589	3,669	…	…	1,726	1,863	171
2008	강동구	성내1동	18	548	14,273	315,313	309,195	…	…	190,470	124,843	31,449	-	-	-	-	-	-	-	-	-	-	18	548	14,273	315,313	309,195	…	…	190,470	124,843	31,449
2008	강동구	성내2동	8	129	2,363	15,533	15,537	…	…	8,924	6,609	980	-	-	-	-	-	-	-	-	-	-	8	129	2,363	15,533	15,537	…	…	8,924	6,609	980
2008	강동구	성내3동	10	148	2,426	12,308	12,305	…	…	7,207	5,101	2,734	-	-	-	-	-	-	-	-	-	-	10	148	2,426	12,308	12,305	…	…	7,207	5,101	2,734
2008	강동구	둔촌1동	1	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	강동구	둔촌2동	7	101	2,682	26,921	26,882	…	…	18,634	8,287	1,822	-	-	-	-	-	-	-	-	-	-	7	101	2,682	26,921	26,882	…	…	18,634	8,287	1,822
2008	강동구	암사1동	6	99	2,019	19,811	19,883	…	…	16,328	3,483	364	-	-	-	-	-	-	-	-	-	-	6	99	2,019	19,811	19,883	…	…	16,328	3,483	364
2008	강동구	천호2동	15	209	3,332	24,450	24,411	…	…	15,773	8,677	1,748	-	-	-	-	-	-	-	-	-	-	15	209	3,332	24,450	24,411	…	…	15,773	8,677	1,748
2008	강동구	길동	19	445	11,062	141,699	141,351	…	…	79,203	62,496	10,837	-	-	-	-	-	-	-	-	-	-	19	445	11,062	141,699	141,351	…	…	79,203	62,496	10,837
